city,day,hour,area,demand_kl,leakage_pct,pressure_psi,temperature_c,is_weekend,is_anomaly
Pune,15,22,Kothrud,7.4,14.85,59.17,34.58,0,0
Pune,15,22,Shivajinagar,3.0,12.96,49.19,33.43,0,0
Pune,15,22,Aundh,3.0,35.29,48.86,33.62,0,0
Pune,15,22,Yerwada,3.53,46.77,59.39,27.91,0,0
Pune,15,22,Swargate,20.26,11.61,54.1,37.23,0,1
Pune,15,23,Pimpri,29.49,61.54,60.44,30.05,0,0
Pune,15,23,Hadapsar,25.17,45.45,59.01,30.0,0,0
Pune,15,23,Wanowrie,20.29,37.44,52.52,20.22,0,0
Pune,15,23,Kothrud,22.15,18.35,52.52,27.49,0,0
Pune,15,23,Shivajinagar,17.64,13.78,47.25,27.23,0,0
Pune,15,23,Aundh,28.37,34.4,38.97,26.94,0,0
Pune,15,23,Yerwada,20.19,51.12,60.86,25.91,0,0
Pune,15,23,Swargate,20.43,13.13,55.14,36.23,0,0
Pune,16,0,Pimpri,26.83,63.66,56.5,32.36,0,0
Pune,16,0,Hadapsar,16.97,44.7,53.86,28.25,0,0
Pune,16,0,Wanowrie,14.86,38.99,65.85,24.44,0,0
Pune,16,0,Kothrud,20.9,17.6,56.7,31.32,0,0
Pune,16,0,Shivajinagar,16.24,16.06,50.12,34.88,0,0
Pune,16,0,Aundh,24.24,30.57,55.06,30.46,0,0
Pune,16,0,Yerwada,17.94,46.04,50.52,28.53,0,0
Pune,16,0,Swargate,13.71,11.43,58.46,29.48,0,0
Pune,16,1,Pimpri,35.99,64.15,57.67,31.18,0,0
Pune,16,1,Hadapsar,64.79,44.1,58.27,30.37,0,1
Pune,16,1,Wanowrie,19.26,40.49,58.22,31.41,0,0
Pune,16,1,Kothrud,20.34,20.04,36.81,26.34,0,0
Pune,16,1,Shivajinagar,13.44,10.51,56.0,23.51,0,0
Pune,16,1,Aundh,23.11,30.39,47.98,27.28,0,0
Pune,16,1,Yerwada,17.46,45.82,48.16,31.06,0,0
Pune,16,1,Swargate,22.0,8.92,58.68,28.1,0,0
Pune,16,2,Pimpri,35.16,59.94,49.49,22.42,0,0
Pune,16,2,Hadapsar,15.09,45.98,60.28,35.45,0,0
Pune,16,2,Wanowrie,18.36,35.47,51.03,21.09,0,0
Pune,16,2,Kothrud,18.77,19.97,60.98,29.02,0,0
Pune,16,2,Shivajinagar,9.56,15.22,69.05,24.66,0,0
Pune,16,2,Aundh,26.77,34.54,36.48,29.48,0,0
Pune,16,2,Yerwada,18.82,47.99,46.76,29.7,0,0
Pune,16,2,Swargate,20.19,10.02,48.6,29.98,0,0
Pune,16,3,Pimpri,33.02,61.6,65.08,29.98,0,0
Pune,16,3,Hadapsar,25.69,47.35,65.33,27.77,0,0
Pune,16,3,Wanowrie,21.12,37.68,54.01,29.85,0,0
Pune,16,3,Kothrud,22.54,24.1,55.43,30.0,0,0
Pune,16,3,Shivajinagar,17.45,16.61,55.07,28.95,0,0
Pune,16,3,Aundh,19.6,35.0,54.7,33.97,0,0
Pune,16,3,Yerwada,31.48,49.34,43.64,28.72,0,1
Pune,16,3,Swargate,9.27,19.06,40.42,30.04,0,0
Pune,16,4,Pimpri,26.18,65.43,54.24,33.39,0,0
Pune,16,4,Hadapsar,23.35,45.6,49.87,26.36,0,0
Pune,16,4,Wanowrie,22.25,38.96,50.51,25.62,0,0
Pune,16,4,Kothrud,19.53,19.92,52.45,33.79,0,0
Pune,16,4,Shivajinagar,13.49,11.41,48.76,34.94,0,0
Pune,16,4,Aundh,19.98,35.89,58.47,34.59,0,0
Pune,16,4,Yerwada,19.68,46.53,46.42,35.79,0,0
Pune,16,4,Swargate,11.04,11.47,56.79,30.54,0,0
Pune,16,5,Pimpri,87.69,63.57,45.31,31.22,0,1
Pune,16,5,Hadapsar,25.57,45.25,43.35,25.23,0,0
Pune,16,5,Wanowrie,20.83,42.36,45.03,34.89,0,0
Pune,16,5,Kothrud,26.9,28.72,49.78,28.45,0,0
Pune,16,5,Shivajinagar,9.42,12.88,53.36,29.97,0,0
Pune,16,5,Aundh,22.18,33.77,47.7,29.72,0,0
Pune,16,5,Yerwada,14.16,47.44,50.59,25.05,0,0
Pune,16,5,Swargate,5.08,9.17,55.82,30.72,0,0
Pune,16,6,Pimpri,56.34,62.1,55.95,28.04,0,0
Pune,16,6,Hadapsar,34.27,45.69,53.07,30.83,0,0
Pune,16,6,Wanowrie,29.53,36.8,40.84,32.09,0,0
Pune,16,6,Kothrud,29.99,20.6,56.19,30.88,0,0
Pune,16,6,Shivajinagar,20.21,17.6,39.43,28.64,0,0
Pune,16,6,Aundh,35.55,37.89,57.32,21.02,0,0
Pune,16,6,Yerwada,27.78,42.61,46.3,27.72,0,0
Pune,16,6,Swargate,24.11,12.55,56.89,30.62,0,0
Pune,16,7,Pimpri,65.68,58.78,62.31,24.32,0,0
Pune,16,7,Hadapsar,41.37,46.92,58.8,34.61,0,0
Pune,16,7,Wanowrie,38.17,37.36,56.27,28.68,0,0
Pune,16,7,Kothrud,42.35,22.03,47.83,31.32,0,0
Pune,16,7,Shivajinagar,30.26,13.43,49.55,28.05,0,0
Pune,16,7,Aundh,53.32,27.52,53.6,28.86,0,0
Pune,16,7,Yerwada,37.53,47.4,55.16,31.07,0,0
Pune,16,7,Swargate,26.15,11.54,54.76,20.87,0,0
Pune,16,8,Pimpri,76.43,66.45,48.24,33.1,0,0
Pune,16,8,Hadapsar,58.78,46.41,42.85,31.24,0,0
Pune,16,8,Wanowrie,39.61,38.78,48.3,26.08,0,0
Pune,16,8,Kothrud,53.7,19.04,51.39,27.78,0,0
Pune,16,8,Shivajinagar,42.86,14.74,42.97,32.94,0,0
Pune,16,8,Aundh,58.47,28.32,49.04,28.04,0,0
Pune,16,8,Yerwada,41.64,46.72,26.55,38.37,0,0
Pune,16,8,Swargate,34.31,15.37,48.14,25.89,0,0
Pune,16,9,Pimpri,84.79,66.43,44.06,30.32,0,0
Pune,16,9,Hadapsar,64.85,46.21,52.19,28.55,0,0
Pune,16,9,Wanowrie,53.42,39.27,49.19,35.2,0,0
Pune,16,9,Kothrud,116.95,19.7,58.64,28.48,0,1
Pune,16,9,Shivajinagar,45.08,12.55,57.33,34.93,0,0
Pune,16,9,Aundh,61.66,31.99,44.59,21.28,0,0
Pune,16,9,Yerwada,48.89,48.19,40.91,23.01,0,0
Pune,16,9,Swargate,49.42,15.08,58.72,33.03,0,0
Pune,16,10,Pimpri,95.26,61.14,58.39,33.5,0,0
Pune,16,10,Hadapsar,71.95,46.13,70.91,29.7,0,0
Pune,16,10,Wanowrie,59.76,39.55,58.16,26.4,0,0
Pune,16,10,Kothrud,58.97,18.78,53.49,33.52,0,0
Pune,16,10,Shivajinagar,44.44,15.6,44.13,23.83,0,0
Pune,16,10,Aundh,68.42,31.93,49.62,29.7,0,0
Pune,16,10,Yerwada,52.82,48.21,48.6,28.99,0,0
Pune,16,10,Swargate,50.08,12.49,67.8,30.64,0,0
Pune,16,11,Pimpri,103.14,61.86,60.01,32.2,0,0
Pune,16,11,Hadapsar,75.86,42.24,54.57,24.7,0,0
Pune,16,11,Wanowrie,65.73,37.05,55.37,32.79,0,0
Pune,16,11,Kothrud,63.43,19.35,58.44,34.27,0,0
Pune,16,11,Shivajinagar,54.88,14.7,51.34,29.84,0,0
Pune,16,11,Aundh,74.65,29.69,54.15,37.34,0,0
Pune,16,11,Yerwada,175.52,49.57,56.14,36.22,0,1
Pune,16,11,Swargate,53.48,12.33,50.99,34.01,0,0
Pune,16,12,Pimpri,94.75,56.53,53.23,30.96,0,0
Pune,16,12,Hadapsar,80.4,46.13,47.26,34.87,0,0
Pune,16,12,Wanowrie,62.0,42.48,63.9,32.25,0,0
Pune,16,12,Kothrud,64.21,18.87,52.47,22.52,0,0
Pune,16,12,Shivajinagar,51.48,15.24,35.9,30.68,0,0
Pune,16,12,Aundh,64.35,30.51,55.63,30.89,0,0
Pune,16,12,Yerwada,47.62,46.88,51.84,29.21,0,0
Pune,16,12,Swargate,51.85,12.45,50.23,27.57,0,0
Pune,16,13,Pimpri,104.34,61.38,48.93,29.79,0,0
Pune,16,13,Hadapsar,73.87,47.55,43.76,31.13,0,0
Pune,16,13,Wanowrie,59.37,34.25,52.28,33.13,0,0
Pune,16,13,Kothrud,62.99,16.39,45.03,38.18,0,0
Pune,16,13,Shivajinagar,46.92,15.97,49.48,29.12,0,0
Pune,16,13,Aundh,72.78,34.36,59.34,31.32,0,0
Pune,16,13,Yerwada,58.01,50.31,41.0,23.42,0,0
Pune,16,13,Swargate,44.02,9.18,49.35,33.46,0,0
Pune,16,14,Pimpri,90.22,59.66,40.71,30.28,0,0
Pune,16,14,Hadapsar,66.52,40.86,55.0,28.87,0,0
Pune,16,14,Wanowrie,65.1,35.65,50.34,25.14,0,0
Pune,16,14,Kothrud,56.26,16.86,54.72,36.99,0,0
Pune,16,14,Shivajinagar,55.01,17.87,56.68,25.48,0,0
Pune,16,14,Aundh,63.04,36.28,61.35,26.89,0,0
Pune,16,14,Yerwada,49.79,49.99,52.67,33.12,0,0
Pune,16,14,Swargate,44.14,9.12,31.48,37.89,0,0
Pune,16,15,Pimpri,81.67,60.21,52.89,33.01,0,0
Pune,16,15,Hadapsar,65.82,41.9,58.7,29.21,0,0
Pune,16,15,Wanowrie,52.53,38.05,50.96,34.07,0,0
Pune,16,15,Kothrud,64.96,19.89,52.65,29.35,0,0
Pune,16,15,Shivajinagar,42.76,14.19,49.8,28.58,0,0
Pune,16,15,Aundh,59.49,34.07,49.14,30.88,0,0
Pune,16,15,Yerwada,52.9,47.96,50.91,34.75,0,0
Pune,16,15,Swargate,43.77,8.65,50.5,27.6,0,0
Pune,16,16,Pimpri,74.67,66.54,52.71,36.62,0,0
Pune,16,16,Hadapsar,59.2,46.3,53.1,33.51,0,0
Pune,16,16,Wanowrie,43.93,39.18,49.95,22.04,0,0
Pune,16,16,Kothrud,56.87,18.74,45.09,32.58,0,0
Pune,16,16,Shivajinagar,47.85,16.06,50.26,33.34,0,0
Pune,16,16,Aundh,50.93,32.32,61.5,27.15,0,0
Pune,16,16,Yerwada,38.81,49.94,56.11,32.34,0,0
Pune,16,16,Swargate,30.24,12.52,48.46,31.99,0,0
Pune,16,17,Pimpri,65.15,59.5,59.58,35.29,0,0
Pune,16,17,Hadapsar,36.88,45.54,43.01,31.49,0,0
Pune,16,17,Wanowrie,33.42,36.79,54.99,28.89,0,0
Pune,16,17,Kothrud,50.01,19.57,54.09,34.74,0,0
Pune,16,17,Shivajinagar,33.33,10.28,44.51,33.18,0,0
Pune,16,17,Aundh,42.59,36.72,55.24,29.89,0,0
Pune,16,17,Yerwada,44.42,51.25,44.54,29.73,0,0
Pune,16,17,Swargate,36.19,15.12,42.89,31.71,0,0
Pune,16,18,Pimpri,51.43,66.71,48.66,32.75,0,0
Pune,16,18,Hadapsar,25.05,45.54,60.16,28.75,0,0
Pune,16,18,Wanowrie,30.59,36.7,45.76,32.63,0,0
Pune,16,18,Kothrud,29.08,22.11,63.44,33.56,0,0
Pune,16,18,Shivajinagar,31.49,11.16,51.61,31.45,0,0
Pune,16,18,Aundh,32.29,31.83,38.46,32.4,0,0
Pune,16,18,Yerwada,95.37,47.98,45.81,29.12,0,1
Pune,16,18,Swargate,17.97,12.78,32.01,28.84,0,0
Pune,16,19,Pimpri,34.19,62.96,51.87,38.4,0,0
Pune,16,19,Hadapsar,16.29,44.7,51.95,20.07,0,0
Pune,16,19,Wanowrie,27.41,40.52,43.13,22.83,0,0
Pune,16,19,Kothrud,15.63,24.5,54.33,32.64,0,0
Pune,16,19,Shivajinagar,21.44,15.26,53.97,30.18,0,0
Pune,16,19,Aundh,26.75,28.31,42.59,34.33,0,0
Pune,16,19,Yerwada,18.23,44.99,42.68,23.51,0,0
Pune,16,19,Swargate,15.87,15.23,53.26,37.4,0,0
Pune,16,20,Pimpri,16.88,62.54,46.6,30.93,0,0
Pune,16,20,Hadapsar,27.32,48.6,46.81,29.49,0,0
Pune,16,20,Wanowrie,11.87,38.66,45.36,45.11,0,0
Pune,16,20,Kothrud,21.69,21.07,46.59,32.59,0,0
Pune,16,20,Shivajinagar,15.26,14.61,51.82,26.86,0,0
Pune,16,20,Aundh,20.96,30.14,51.21,30.12,0,0
Pune,16,20,Yerwada,9.36,47.9,54.52,22.72,0,0
Pune,16,20,Swargate,17.07,10.68,34.43,29.85,0,0
Pune,16,21,Pimpri,3.0,64.49,43.74,33.41,0,0
Pune,16,21,Hadapsar,11.78,46.2,48.18,33.11,0,0
Pune,16,21,Wanowrie,9.24,34.89,44.33,28.56,0,0
Pune,16,21,Kothrud,9.92,20.47,55.53,31.54,0,0
Pune,16,21,Shivajinagar,4.41,11.06,39.72,30.92,0,0
Pune,16,21,Aundh,11.26,32.29,57.22,33.6,0,0
Pune,16,21,Yerwada,16.96,49.52,62.41,33.49,0,0
Pune,16,21,Swargate,3.76,7.13,46.83,27.84,0,0
Pune,16,22,Pimpri,6.25,56.27,57.45,33.58,0,0
Pune,16,22,Hadapsar,7.75,50.95,59.88,30.97,0,0
Pune,16,22,Wanowrie,3.0,40.3,56.92,30.87,0,0
Pune,16,22,Kothrud,3.34,19.48,51.04,26.66,0,0
Pune,16,22,Shivajinagar,6.45,15.99,53.12,35.94,0,0
Pune,16,22,Aundh,3.0,35.48,44.03,27.38,0,0
Pune,16,22,Yerwada,3.0,49.76,59.08,22.63,0,0
Pune,16,22,Swargate,3.91,10.36,58.35,26.7,0,0
Pune,16,23,Pimpri,33.26,63.63,57.81,26.11,0,0
Pune,16,23,Hadapsar,18.3,43.88,53.1,26.6,0,0
Pune,16,23,Wanowrie,17.59,41.17,39.61,31.18,0,0
Pune,16,23,Kothrud,8.72,16.51,56.38,30.12,0,0
Pune,16,23,Shivajinagar,12.3,15.69,50.43,33.95,0,0
Pune,16,23,Aundh,15.72,32.25,56.31,31.16,0,0
Pune,16,23,Yerwada,18.86,47.07,57.45,24.3,0,0
Pune,16,23,Swargate,18.96,10.6,59.53,30.58,0,0
Pune,17,0,Pimpri,28.76,61.52,58.75,29.43,0,0
Pune,17,0,Hadapsar,20.73,47.23,57.16,28.8,0,0
Pune,17,0,Wanowrie,15.94,39.83,52.71,32.42,0,0
Pune,17,0,Kothrud,20.04,17.78,51.38,29.18,0,0
Pune,17,0,Shivajinagar,18.37,13.07,48.36,25.72,0,0
Pune,17,0,Aundh,28.15,31.68,45.17,33.03,0,0
Pune,17,0,Yerwada,13.48,44.78,53.89,31.79,0,0
Pune,17,0,Swargate,9.25,13.38,43.56,25.39,0,0
Pune,17,1,Pimpri,73.19,67.03,44.67,28.63,0,1
Pune,17,1,Hadapsar,23.31,44.3,54.33,27.7,0,0
Pune,17,1,Wanowrie,12.7,39.11,56.49,26.96,0,0
Pune,17,1,Kothrud,18.89,19.64,49.01,33.28,0,0
Pune,17,1,Shivajinagar,19.75,15.09,39.42,36.99,0,0
Pune,17,1,Aundh,18.51,36.74,62.97,31.87,0,0
Pune,17,1,Yerwada,17.45,49.97,58.54,24.47,0,0
Pune,17,1,Swargate,8.9,16.51,51.26,25.21,0,0
Pune,17,2,Pimpri,29.87,65.58,49.9,25.29,0,0
Pune,17,2,Hadapsar,29.22,43.14,40.65,30.18,0,0
Pune,17,2,Wanowrie,18.8,35.87,47.32,47.92,0,0
Pune,17,2,Kothrud,23.56,22.32,64.33,25.16,0,0
Pune,17,2,Shivajinagar,23.53,11.3,44.23,25.98,0,0
Pune,17,2,Aundh,23.21,34.58,57.2,29.71,0,0
Pune,17,2,Yerwada,25.62,47.98,65.69,35.95,0,0
Pune,17,2,Swargate,11.75,11.82,61.63,25.99,0,0
Pune,17,3,Pimpri,30.25,63.31,43.51,31.65,0,0
Pune,17,3,Hadapsar,70.74,44.1,43.37,34.38,0,1
Pune,17,3,Wanowrie,16.98,37.56,51.12,29.14,0,0
Pune,17,3,Kothrud,17.26,22.73,48.55,31.84,0,0
Pune,17,3,Shivajinagar,20.49,18.31,57.01,30.68,0,0
Pune,17,3,Aundh,25.41,31.96,56.49,24.85,0,0
Pune,17,3,Yerwada,17.28,44.6,42.16,32.54,0,0
Pune,17,3,Swargate,17.24,12.36,59.61,32.69,0,0
Pune,17,4,Pimpri,28.62,57.71,50.64,35.47,0,0
Pune,17,4,Hadapsar,18.63,44.24,45.22,27.74,0,0
Pune,17,4,Wanowrie,21.11,38.65,51.98,31.91,0,0
Pune,17,4,Kothrud,17.75,18.38,52.93,27.8,0,0
Pune,17,4,Shivajinagar,11.62,18.69,53.07,35.54,0,0
Pune,17,4,Aundh,20.7,30.48,43.77,29.83,0,0
Pune,17,4,Yerwada,21.71,46.23,58.72,36.7,0,0
Pune,17,4,Swargate,12.09,8.95,49.0,34.27,0,0
Pune,17,5,Pimpri,35.75,61.24,54.31,33.93,0,0
Pune,17,5,Hadapsar,18.77,49.65,53.82,30.08,0,0
Pune,17,5,Wanowrie,48.95,36.72,46.66,33.76,0,1
Pune,17,5,Kothrud,15.92,17.51,55.56,35.38,0,0
Pune,17,5,Shivajinagar,9.91,15.38,48.87,34.87,0,0
Pune,17,5,Aundh,25.88,30.96,47.18,22.33,0,0
Pune,17,5,Yerwada,19.17,54.87,52.47,30.25,0,0
Pune,17,5,Swargate,15.92,9.69,48.35,21.48,0,0
Pune,17,6,Pimpri,54.83,61.11,47.14,33.52,0,0
Pune,17,6,Hadapsar,41.27,43.87,53.8,32.97,0,0
Pune,17,6,Wanowrie,32.86,37.1,49.96,31.88,0,0
Pune,17,6,Kothrud,35.45,21.5,52.56,35.44,0,0
Pune,17,6,Shivajinagar,23.35,13.84,54.4,37.27,0,0
Pune,17,6,Aundh,39.4,28.75,52.77,28.16,0,0
Pune,17,6,Yerwada,25.03,46.57,60.79,30.57,0,0
Pune,17,6,Swargate,68.49,9.61,50.97,31.88,0,1
Pune,17,7,Pimpri,60.03,62.98,52.24,30.63,0,0
Pune,17,7,Hadapsar,50.5,44.39,46.29,26.1,0,0
Pune,17,7,Wanowrie,41.16,41.61,42.73,32.05,0,0
Pune,17,7,Kothrud,39.48,23.14,48.06,34.49,0,0
Pune,17,7,Shivajinagar,34.21,13.74,48.76,23.11,0,0
Pune,17,7,Aundh,45.45,34.58,45.8,28.95,0,0
Pune,17,7,Yerwada,30.57,48.63,42.91,26.61,0,0
Pune,17,7,Swargate,36.61,11.61,41.17,28.08,0,0
Pune,17,8,Pimpri,70.72,59.03,51.03,30.01,0,0
Pune,17,8,Hadapsar,55.44,42.66,49.91,35.66,0,0
Pune,17,8,Wanowrie,54.85,41.63,48.95,33.24,0,0
Pune,17,8,Kothrud,43.18,21.46,45.41,24.45,0,0
Pune,17,8,Shivajinagar,102.52,14.89,57.49,30.56,0,1
Pune,17,8,Aundh,49.27,31.58,60.16,28.86,0,0
Pune,17,8,Yerwada,41.73,51.2,52.79,30.96,0,0
Pune,17,8,Swargate,40.67,11.65,63.89,32.52,0,0
Pune,17,9,Pimpri,88.3,59.73,52.22,39.91,0,0
Pune,17,9,Hadapsar,66.48,43.47,45.79,23.26,0,0
Pune,17,9,Wanowrie,57.4,43.55,52.46,33.14,0,0
Pune,17,9,Kothrud,53.86,13.94,54.4,34.33,0,0
Pune,17,9,Shivajinagar,49.48,13.71,47.72,26.75,0,0
Pune,17,9,Aundh,56.18,33.67,47.63,31.08,0,0
Pune,17,9,Yerwada,54.51,48.04,61.34,34.57,0,0
Pune,17,9,Swargate,38.6,12.89,36.48,33.4,0,0
Pune,17,10,Pimpri,88.97,62.17,48.08,29.28,0,0
Pune,17,10,Hadapsar,68.61,43.65,51.69,33.95,0,0
Pune,17,10,Wanowrie,54.25,37.32,61.4,28.92,0,0
Pune,17,10,Kothrud,57.44,21.13,58.72,28.26,0,0
Pune,17,10,Shivajinagar,50.17,17.88,48.57,33.63,0,0
Pune,17,10,Aundh,69.38,33.73,62.95,32.68,0,0
Pune,17,10,Yerwada,54.57,47.82,41.05,33.06,0,0
Pune,17,10,Swargate,43.68,11.95,33.06,27.94,0,0
Pune,17,11,Pimpri,93.91,63.27,47.38,26.88,0,0
Pune,17,11,Hadapsar,78.29,49.07,40.18,26.75,0,0
Pune,17,11,Wanowrie,60.93,39.26,58.81,26.98,0,0
Pune,17,11,Kothrud,68.51,21.38,40.48,29.9,0,0
Pune,17,11,Shivajinagar,47.65,14.08,64.8,26.59,0,0
Pune,17,11,Aundh,72.72,35.25,52.44,28.66,0,0
Pune,17,11,Yerwada,55.76,54.88,52.55,27.69,0,0
Pune,17,11,Swargate,47.18,15.49,47.41,31.21,0,0
Pune,17,12,Pimpri,105.72,62.5,61.04,37.61,0,0
Pune,17,12,Hadapsar,70.16,41.49,59.97,26.01,0,0
Pune,17,12,Wanowrie,62.13,37.58,53.02,32.37,0,0
Pune,17,12,Kothrud,66.88,25.15,57.76,32.22,0,0
Pune,17,12,Shivajinagar,49.42,13.3,59.0,29.5,0,0
Pune,17,12,Aundh,74.93,31.14,72.55,35.09,0,0
Pune,17,12,Yerwada,68.04,47.74,51.03,19.73,0,0
Pune,17,12,Swargate,50.27,11.93,45.71,36.35,0,0
Pune,17,13,Pimpri,100.15,64.62,52.08,20.87,0,0
Pune,17,13,Hadapsar,68.59,49.15,49.45,27.31,0,0
Pune,17,13,Wanowrie,56.32,31.57,59.19,29.99,0,0
Pune,17,13,Kothrud,62.29,23.9,58.12,31.88,0,0
Pune,17,13,Shivajinagar,51.89,12.51,51.55,30.82,0,0
Pune,17,13,Aundh,68.7,30.33,48.84,29.4,0,0
Pune,17,13,Yerwada,184.94,46.98,50.84,28.56,0,1
Pune,17,13,Swargate,55.23,15.15,43.34,27.87,0,0
Pune,17,14,Pimpri,91.98,62.71,40.41,29.65,0,0
Pune,17,14,Hadapsar,71.08,49.26,47.19,25.9,0,0
Pune,17,14,Wanowrie,66.68,36.22,47.19,29.2,0,0
Pune,17,14,Kothrud,56.11,21.77,50.8,30.68,0,0
Pune,17,14,Shivajinagar,49.39,12.55,48.2,20.14,0,0
Pune,17,14,Aundh,66.97,27.57,38.02,30.39,0,0
Pune,17,14,Yerwada,48.05,49.35,41.83,26.77,0,0
Pune,17,14,Swargate,46.8,12.36,49.58,33.09,0,0
Pune,17,15,Pimpri,86.2,62.84,62.53,20.03,0,0
Pune,17,15,Hadapsar,57.5,45.86,56.89,18.98,0,0
Pune,17,15,Wanowrie,50.97,38.76,60.96,28.4,0,0
Pune,17,15,Kothrud,55.4,22.41,46.36,33.04,0,0
Pune,17,15,Shivajinagar,48.66,15.01,28.68,32.38,0,0
Pune,17,15,Aundh,62.27,26.89,48.29,29.78,0,0
Pune,17,15,Yerwada,52.88,47.19,61.93,32.13,0,0
Pune,17,15,Swargate,38.84,10.56,46.88,20.31,0,0
Pune,17,16,Pimpri,67.96,63.27,52.29,36.8,0,0
Pune,17,16,Hadapsar,59.57,45.39,54.03,34.57,0,0
Pune,17,16,Wanowrie,46.25,35.84,46.96,35.19,0,0
Pune,17,16,Kothrud,46.5,20.89,45.73,31.08,0,0
Pune,17,16,Shivajinagar,47.65,14.02,57.63,34.34,0,0
Pune,17,16,Aundh,59.33,32.03,54.97,28.71,0,0
Pune,17,16,Yerwada,47.14,51.25,59.98,26.19,0,0
Pune,17,16,Swargate,36.77,13.49,58.26,36.48,0,0
Pune,17,17,Pimpri,64.19,57.55,49.72,38.7,0,0
Pune,17,17,Hadapsar,55.61,40.6,54.94,26.81,0,0
Pune,17,17,Wanowrie,37.8,33.29,68.67,30.91,0,0
Pune,17,17,Kothrud,42.56,22.57,48.98,24.67,0,0
Pune,17,17,Shivajinagar,38.84,13.19,48.55,30.36,0,0
Pune,17,17,Aundh,42.43,33.57,41.34,30.72,0,0
Pune,17,17,Yerwada,35.91,48.28,54.14,20.53,0,0
Pune,17,17,Swargate,32.89,13.79,49.11,23.11,0,0
Pune,17,18,Pimpri,58.52,62.37,46.84,30.43,0,0
Pune,17,18,Hadapsar,36.75,46.04,59.11,24.13,0,0
Pune,17,18,Wanowrie,35.15,38.01,53.58,29.29,0,0
Pune,17,18,Kothrud,35.47,22.39,46.33,26.78,0,0
Pune,17,18,Shivajinagar,26.12,14.22,61.01,30.06,0,0
Pune,17,18,Aundh,42.64,33.01,56.38,34.66,0,0
Pune,17,18,Yerwada,31.35,46.44,51.98,28.53,0,0
Pune,17,18,Swargate,29.47,14.41,41.65,31.24,0,0
Pune,17,19,Pimpri,32.91,63.94,55.83,29.08,0,0
Pune,17,19,Hadapsar,25.89,44.76,60.29,37.27,0,0
Pune,17,19,Wanowrie,21.85,36.02,59.77,31.99,0,0
Pune,17,19,Kothrud,26.97,22.56,45.67,33.73,0,0
Pune,17,19,Shivajinagar,17.88,13.52,54.49,39.16,0,0
Pune,17,19,Aundh,27.55,32.34,44.12,25.03,0,0
Pune,17,19,Yerwada,25.43,48.03,60.75,26.22,0,0
Pune,17,19,Swargate,18.85,17.85,54.46,29.15,0,0
Pune,17,20,Pimpri,21.78,61.35,49.94,32.2,0,0
Pune,17,20,Hadapsar,20.33,43.68,53.31,35.13,0,0
Pune,17,20,Wanowrie,23.2,37.83,51.66,27.98,0,0
Pune,17,20,Kothrud,14.59,22.34,36.32,24.23,0,0
Pune,17,20,Shivajinagar,19.4,14.76,56.51,30.3,0,0
Pune,17,20,Aundh,12.96,36.18,47.65,26.23,0,0
Pune,17,20,Yerwada,11.98,48.93,50.85,31.83,0,0
Pune,17,20,Swargate,6.4,12.33,54.35,31.46,0,0
Pune,17,21,Pimpri,8.53,63.4,44.19,34.44,0,0
Pune,17,21,Hadapsar,7.73,43.48,41.88,30.16,0,0
Pune,17,21,Wanowrie,12.29,35.5,53.69,30.16,0,0
Pune,17,21,Kothrud,11.28,21.3,61.8,27.49,0,0
Pune,17,21,Shivajinagar,8.04,13.95,54.09,24.18,0,0
Pune,17,21,Aundh,16.22,37.41,52.44,32.2,0,0
Pune,17,21,Yerwada,6.23,43.36,39.54,29.05,0,0
Pune,17,21,Swargate,13.23,16.54,42.18,35.17,0,0
Pune,17,22,Pimpri,7.1,62.75,51.61,29.63,0,1
Pune,17,22,Hadapsar,3.01,45.45,57.86,29.49,0,0
Pune,17,22,Wanowrie,6.05,37.46,48.25,29.15,0,0
Pune,17,22,Kothrud,4.09,22.71,60.63,34.79,0,0
Pune,17,22,Shivajinagar,3.04,11.46,67.62,28.59,0,0
Pune,17,22,Aundh,4.28,30.39,47.17,30.53,0,0
Pune,17,22,Yerwada,5.12,53.22,52.9,25.06,0,0
Pune,17,22,Swargate,3.0,9.17,47.56,33.51,0,0
Pune,17,23,Pimpri,24.23,60.79,62.07,30.28,0,0
Pune,17,23,Hadapsar,20.75,47.35,47.66,32.53,0,0
Pune,17,23,Wanowrie,26.53,36.0,45.82,32.2,0,0
Pune,17,23,Kothrud,15.67,20.95,65.25,35.48,0,0
Pune,17,23,Shivajinagar,21.64,13.68,54.92,30.79,0,0
Pune,17,23,Aundh,16.99,33.77,69.01,35.46,0,0
Pune,17,23,Yerwada,15.57,49.02,41.42,34.22,0,0
Pune,17,23,Swargate,16.74,11.16,56.33,30.48,0,0
Pune,18,0,Pimpri,29.89,61.92,52.6,29.24,0,0
Pune,18,0,Hadapsar,19.13,43.82,44.9,25.6,0,0
Pune,18,0,Wanowrie,17.37,38.01,54.75,29.28,0,0
Pune,18,0,Kothrud,18.41,14.49,61.34,31.07,0,0
Pune,18,0,Shivajinagar,51.01,16.3,48.9,30.95,0,1
Pune,18,0,Aundh,22.28,34.64,51.84,29.94,0,0
Pune,18,0,Yerwada,14.79,49.36,51.47,28.44,0,0
Pune,18,0,Swargate,18.62,13.5,45.8,31.01,0,0
Pune,18,1,Pimpri,28.44,63.83,56.37,31.79,0,0
Pune,18,1,Hadapsar,18.22,44.64,54.11,26.82,0,0
